,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Madagascar,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,4789,,,3858,3858,,
Madagascar,SDG 6.4.2. Water Stress (%),,,,,,6921,,,5677,5758,,
Madagascar,Total population with access to safe drinking-water (JMP) (%),,,,,,,31.4,35.6,39.6,44.0,48.7,51.5
Madagascar,Rural population with access to safe drinking-water (JMP) (%),,,,,,,18.0,21.8,25.5,29.3,33.0,35.3
Madagascar,Urban population with access to safe drinking-water (JMP) (%),,,,,,,72.3,74.3,76.3,78.4,80.4,81.6
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Malawi,Total population (1000 inhab),3784.0,4262.0,4860.0,5628.0,6484.0,8108.0,9683.0,10260.0,11789.0,13498.0,15700.0,17215.0
Malawi,Population density (inhab/km2),31.94,35.97,41.02,47.5,54.73,68.43,81.73,86.6,99.5,113.9,132.5,145.3
Malawi,GDP per capita (current US$/inhab),48.39,63.31,83.56,143.3,182.0,145.9,185.8,259.6,296.5,328.4,384.0,381.4
Malawi,Human Development Index (HDI) [highest = 1] (-),,,,,,,0.2836,,0.3398,,0.4328,0.4454
Malawi,Long-term average annual precipitation in depth (mm/year),1181.0,1181.0,1181.0,1181.0,1181.0,1181.0,1181.0,1181.0,1181.0,1181.0,1181.0,1181.0
Malawi,Surface water produced internally (10^9 m3/year),16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14
Malawi,Groundwater produced internally (10^9 m3/year),2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Malawi,Total internal renewable water resources per capita (m3/inhab/year),4265.0,3787.0,3321.0,2868.0,2489.0,1991.0,1667.0,1573.0,1369.0,1196.0,1028.0,937.6
Malawi,Surface water: entering the country (total) (10^9 m3/year),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Malawi,Surface water: leaving the country to other countries (total) (10^9 m3/year),16.98,16.98,16.98,16.98,16.98,16.98,16.98,16.98,16.98,16.98,16.98,16.98
Malawi,Water resources: total external renewable (10^9 m3/year),1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14
Malawi,Dependency ratio (%),6597,6597,6597,6597,6597,6597,6597,6597,6597,6597,6597,6597
Malawi,Total renewable water resources per capita (m3/inhab/year),4567.0,4054.0,3556.0,3070.0,2665.0,2131.0,1785.0,1684.0,1466.0,1280.0,1101.0,1004.0
Malawi,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Malawi,Total water withdrawal (10^9 m3/year),,,,,,,,936,1325,1357,,
Malawi,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,,86.43,88.0,85.92,,
Malawi,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,3419,3011,3515,,
Malawi,Municipal water withdrawal as % of total withdrawal (%),,,,,,,,10.15,9026,10.55,,
Malawi,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,,936,1325,1357,,
Malawi,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,,5417,7668,7853,,
Malawi,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,4682,6748,6748,,
Malawi,SDG 6.4.2. Water Stress (%),,,,,,,,7641,10.82,11.08,,
Malawi,Total population with access to safe drinking-water (JMP) (%),,,,,,,46.6,56.8,66.2,75.5,84.7,90.2
Malawi,Rural population with access to safe drinking-water (JMP) (%),,,,,,,40.3,51.0,61.6,72.2,82.8,89.1
Malawi,Urban population with access to safe drinking-water (JMP) (%),,,,,,,91.5,92.4,93.3,94.2,95.1,95.7
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Malaysia,Total population (1000 inhab),8711.0,10112.0,11460.0,12892.0,14544.0,16704.0,19205.0,21808.0,24402.0,26731.0,29022.0,30331.0
Malaysia,Population density (inhab/km2),26.33,30.57,34.64,38.97,43.97,50.5,58.06,65.93,73.77,80.81,87.73,91.69
Malaysia,GDP per capita (current US$/inhab),229.8,315.4,440.1,1019.0,1843.0,1927.0,3081.0,4585.0,4139.0,7257.0,10819.0,9759.0
Malaysia,Human Development Index (HDI) [highest = 1] (-),,,,,,,0.6412,,723,,0.7741,0.7792
Malaysia,Long-term average annual precipitation in depth (mm/year),2875.0,2875.0,2875.0,2875.0,2875.0,2875.0,2875.0,2875.0,2875.0,2875.0,2875.0,2875.0
Malaysia,Surface water produced internally (10^9 m3/year),566.0,566.0,566.0,566.0,566.0,566.0,566.0,566.0,566.0,566.0,566.0,566.0
Malaysia,Groundwater produced internally (10^9 m3/year),64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
Malaysia,Total internal renewable water resources per capita (m3/inhab/year),66582.0,57358.0,50611.0,44989.0,39879.0,34722.0,30200.0,26596.0,23769.0,21698.0,19985.0,19122.0
Malaysia,Surface water: entering the country (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,Surface water: leaving the country to other countries (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,Water resources: total external renewable (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,Dependency ratio (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,Total renewable water resources per capita (m3/inhab/year),66582.0,57358.0,50611.0,44989.0,39879.0,34722.0,30200.0,26596.0,23769.0,21698.0,19985.0,19122.0
Malaysia,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Malaysia,Total water withdrawal (10^9 m3/year),,,,,,,10.12,5488,9305,11.2,,
Malaysia,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,82.02,45.65,26.92,22.37,,
Malaysia,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,9872,29.9,40.27,42.75,,
Malaysia,Municipal water withdrawal as % of total withdrawal (%),,,,,,,8083,24.45,32.81,34.84,,
Malaysia,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,10.12,5484,9301,11.2,,
Malaysia,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,1745,0.9455,1604,1931,,
Malaysia,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,1431,0.4319,0.4319,0.4319,,
Malaysia,SDG 6.4.2. Water Stress (%),,,,,,,3083,1.67,2833,3412,,
Malaysia,Total population with access to safe drinking-water (JMP) (%),,,,,,,91.1,93.0,94.8,96.4,97.9,98.2
Malaysia,Rural population with access to safe drinking-water (JMP) (%),,,,,,,86.1,87.7,89.3,90.8,92.4,93.0
Malaysia,Urban population with access to safe drinking-water (JMP) (%),,,,,,,95.6,96.8,97.9,99.0,100.0,100.0
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Maldives,Total population (1000 inhab),94.91,107.5,123.4,144.6,169.9,203.1,236.0,265.1,290.2,315.5,344.8,363.7
Maldives,Population density (inhab/km2),316.4,358.3,411.3,482.0,566.3,677.0,786.7,883.7,967.3,1052.0,1149.0,1212.0
Maldives,GDP per capita (current US$/inhab),,,,,282.1,695.6,1207.0,1917.0,3139.0,5534.0,7291.0,8641.0
Maldives,Human Development Index (HDI) [highest = 1] (-),,,,,,,,,0.6027,,0.6953,0.7064
Maldives,Long-term average annual precipitation in depth (mm/year),1972.0,1972.0,1972.0,1972.0,1972.0,1972.0,1972.0,1972.0,1972.0,1972.0,1972.0,1972.0
Maldives,Surface water produced internally (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,Groundwater produced internally (10^9 m3/year),0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Maldives,Total internal renewable water resources per capita (m3/inhab/year),316.1,279.1,243.1,207.5,176.6,147.7,127.1,113.2,103.4,95.09,87.01,82.49
Maldives,Surface water: entering the country (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,Surface water: leaving the country to other countries (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,Water resources: total external renewable (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,Dependency ratio (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,Total renewable water resources per capita (m3/inhab/year),316.1,279.1,243.1,207.5,176.6,147.7,127.1,113.2,103.4,95.09,87.01,82.49
Maldives,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Maldives,Total water withdrawal (10^9 m3/year),,,,,,0.0034,,,,,0.0059,
Maldives,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,0.0,,,,,0.0,
Maldives,Industrial water withdrawal as % of total water withdrawal (%),,,,,,2941,,,,,5085,
Maldives,Municipal water withdrawal as % of total withdrawal (%),,,,,,97.06,,,,,94.92,
Maldives,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,0.0034,,,,,0.0047,
Maldives,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,11.33,,,,,15.67,
Maldives,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,0.0,,,,,0.0,
Maldives,SDG 6.4.2. Water Stress (%),,,,,,11.33,,,,,15.67,
Maldives,Total population with access to safe drinking-water (JMP) (%),,,,,,,93.2,94.2,95.9,97.5,98.6,98.6
Maldives,Rural population with access to safe drinking-water (JMP) (%),,,,,,,90.8,92.1,94.2,96.3,97.9,97.9
Maldives,Urban population with access to safe drinking-water (JMP) (%),,,,,,,100.0,100.0,99.8,99.7,99.5,99.5
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Mali,Total population (1000 inhab),5381.0,5706.0,6147.0,6713.0,7387.0,8073.0,8891.0,10168.0,11723.0,13759.0,16112.0,17600.0
Mali,Population density (inhab/km2),4339,4601,4956,5413,5956,6509,7169,8199,9453,11.09,12.99,14.19
Mali,GDP per capita (current US$/inhab),,48.28,79.16,156.4,180.6,259.0,318.4,265.3,331.8,592.0,772.3,744.3
Mali,Human Development Index (HDI) [highest = 1] (-),,,,,,,0.2332,,0.3126,,0.4144,0.4193
Mali,Long-term average annual precipitation in depth (mm/year),282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0
Mali,Surface water produced internally (10^9 m3/year),50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Mali,Groundwater produced internally (10^9 m3/year),20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
Mali,Total internal renewable water resources per capita (m3/inhab/year),11150.0,10515.0,9761.0,8938.0,8122.0,7432.0,6748.0,5901.0,5118.0,4361.0,3724.0,3409.0
Mali,Surface water: entering the country (total) (10^9 m3/year),60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
Mali,Surface water: leaving the country to other countries (total) (10^9 m3/year),50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Mali,Water resources: total external renewable (10^9 m3/year),60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
Mali,Dependency ratio (%),50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Mali,Total renewable water resources per capita (m3/inhab/year),22301.0,21030.0,19522.0,17876.0,16245.0,14864.0,13497.0,11802.0,10236.0,8722.0,7448.0,6818.0
Mali,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Mali,Total water withdrawal (10^9 m3/year),,,,,,1.36,,,,5186,,
Mali,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,96.99,,,,97.86,,
Mali,Industrial water withdrawal as % of total water withdrawal (%),,,,,,1029,,,,0.0771,,
Mali,Municipal water withdrawal as % of total withdrawal (%),,,,,,1985,,,,2063,,
Mali,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,1.36,,,,5186,,
Mali,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,1133,,,,4322,,
Mali,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,1099,,3104,4158,4229,,
Mali,SDG 6.4.2. Water Stress (%),,,,,,1526,,,,5.82,,
Mali,Total population with access to safe drinking-water (JMP) (%),,,,,,,31.0,40.6,50.6,60.8,70.9,77.0
Mali,Rural population with access to safe drinking-water (JMP) (%),,,,,,,22.9,31.8,40.8,49.7,58.7,64.1
Mali,Urban population with access to safe drinking-water (JMP) (%),,,,,,,56.5,65.2,73.9,82.6,91.3,96.5
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Malta,Total population (1000 inhab),310.3,304.8,304.8,311.4,327.0,345.5,362.5,378.8,391.2,403.1,415.6,418.7
Malta,Population density (inhab/km2),969.7,952.5,952.5,973.1,1022.0,1080.0,1133.0,1184.0,1222.0,1260.0,1299.0,1308.0
Malta,GDP per capita (current US$/inhab),438.5,577.2,968.2,2009.0,3775.0,5069.0,8336.0,9592.0,10982.0,18522.0,21373.0,23030.0
Malta,Human Development Index (HDI) [highest = 1] (-),,,,,,,0.7291,,0.7657,,0.8297,839
Malta,Long-term average annual precipitation in depth (mm/year),560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0
Malta,Surface water produced internally (10^9 m3/year),5.0E-4,5.0E-4,5.0E-4,5.0E-4,5.0E-4,5.0E-4,5.0E-4,5.0E-4,5.0E-4,5.0E-4,5.0E-4,5.0E-4
Malta,Groundwater produced internally (10^9 m3/year),0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
Malta,Total internal renewable water resources per capita (m3/inhab/year),162.7,165.7,165.7,162.2,154.4,146.2,139.3,133.3,129.1,125.3,121.5,120.6
Malta,Surface water: entering the country (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,Surface water: leaving the country to other countries (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,Water resources: total external renewable (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,Dependency ratio (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,Total renewable water resources per capita (m3/inhab/year),162.7,165.7,165.7,162.2,154.4,146.2,139.3,133.3,129.1,125.3,121.5,120.6
Malta,Total exploitable water resources (10^9 m3/year),15,15,15,15,15,15,15,15,15,15,15,
Malta,Total water withdrawal (10^9 m3/year),,,,,0.02,,,56,0.0538,0.0557,0.0399,0.0453
Malta,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,,12.5,35.13,36.45,60.4,64.02
Malta,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,0.0,0.9294,1795,2506,2208
Malta,Municipal water withdrawal as % of total withdrawal (%),,,,,,,,87.5,63.94,61.76,37.09,33.77
Malta,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,0.02,,,0.0295,34,0.0328,17,0.0224
Malta,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,39.6,,,58.42,67.33,64.95,33.66,44.36
Malta,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,13.86,37.43,40.2,47.72,57.43
Malta,SDG 6.4.2. Water Stress (%),,,,,39.6,,,58.42,67.33,64.95,33.66,44.36
Malta,Total population with access to safe drinking-water (JMP) (%),,,,,,,99.9,99.9,100.0,100.0,100.0,100.0
Malta,Rural population with access to safe drinking-water (JMP) (%),,,,,,,98.6,99.3,100.0,100.0,100.0,100.0
Malta,Urban population with access to safe drinking-water (JMP) (%),,,,,,,100.0,100.0,100.0,100.0,100.0,100.0
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Marshall Islands,Total population (1000 inhab),19.29,22.28,25.26,27.56,33.3,41.8,49.38,51.7,52.16,52.14,52.66,52.99
Marshall Islands,Population density (inhab/km2),107.2,123.8,140.3,153.1,185.0,232.2,274.3,287.2,289.8,289.7,292.6,294.4
Marshall Islands,GDP per capita (current US$/inhab),,,,,1049.0,1507.0,1844.0,2056.0,2391.0,2878.0,3502.0,3524.0
Marshall Islands,Human Development Index (HDI) [highest = 1] (-),,,,,,,,,,,,
Marshall Islands,Long-term average annual precipitation in depth (mm/year),,,,,,,,,,,,
Marshall Islands,Surface water produced internally (10^9 m3/year),,,,,,,,,,,,
Marshall Islands,Groundwater produced internally (10^9 m3/year),,,,,,,,,,,,
Marshall Islands,Total internal renewable water resources per capita (m3/inhab/year),,,,,,,,,,,,
Marshall Islands,Surface water: entering the country (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Islands,Surface water: leaving the country to other countries (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Islands,Water resources: total external renewable (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Islands,Dependency ratio (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Islands,Total renewable water resources per capita (m3/inhab/year),,,,,,,,,,,,
Marshall Islands,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Marshall Islands,Total water withdrawal (10^9 m3/year),,,,,,,,,,,,
Marshall Islands,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,,,,,,
Marshall Islands,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,,,,,
Marshall Islands,Municipal water withdrawal as % of total withdrawal (%),,,,,,,,,,,,
Marshall Islands,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,,,,,,
Marshall Islands,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,,,,,,
Marshall Islands,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,,,,,
Marshall Islands,SDG 6.4.2. Water Stress (%),,,,,,,,,,,,
Marshall Islands,Total population with access to safe drinking-water (JMP) (%),,,,,,,92.2,92.8,93.4,93.9,94.5,94.6
Marshall Islands,Rural population with access to safe drinking-water (JMP) (%),,,,,,,94.7,95.4,96.1,96.8,97.5,97.6
Marshall Islands,Urban population with access to safe drinking-water (JMP) (%),,,,,,,90.9,91.5,92.1,92.8,93.4,93.5
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Mauritania,Total population (1000 inhab),909.2,1052.0,1218.0,1408.0,1624.0,1865.0,2140.0,2476.0,2885.0,3328.0,3777.0,4068.0
Mauritania,Population density (inhab/km2),0.8821,1021,1182,1366,1576,1809,2076,2402,2799,3229,3664,3947
Mauritania,GDP per capita (current US$/inhab),122.2,181.8,217.6,384.0,462.0,487.8,684.3,566.2,459.1,1009.0,1385.0,1338.0
Mauritania,Human Development Index (HDI) [highest = 1] (-),,,,,,,0.3732,,0.4423,,0.4977,0.5059
Mauritania,Long-term average annual precipitation in depth (mm/year),92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0
Mauritania,Surface water produced internally (10^9 m3/year),0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mauritania,Groundwater produced internally (10^9 m3/year),0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Mauritania,Total internal renewable water resources per capita (m3/inhab/year),439.9,380.2,328.4,284.1,246.3,214.5,186.9,161.6,138.6,120.2,105.9,98.33
Mauritania,Surface water: entering the country (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritania,Surface water: leaving the country to other countries (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritania,Water resources: total external renewable (10^9 m3/year),11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
Mauritania,Dependency ratio (%),96.49,96.49,96.49,96.49,96.49,96.49,96.49,96.49,96.49,96.49,96.49,96.49
Mauritania,Total renewable water resources per capita (m3/inhab/year),12538.0,10837.0,9360.0,8097.0,7020.0,6113.0,5327.0,4604.0,3951.0,3425.0,3018.0,2802.0
Mauritania,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Mauritania,Total water withdrawal (10^9 m3/year),,,,,0.73,,,,1601,1.35,,
Mauritania,Agricultural water withdrawal as % of total water withdrawal (%),,,,,83.97,,,,93.69,90.59,,
Mauritania,Industrial water withdrawal as % of total water withdrawal (%),,,,,3973,,,,1.58,2356,,
Mauritania,Municipal water withdrawal as % of total withdrawal (%),,,,,12.05,,,,4741,7067,,
Mauritania,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,0.73,,,,1599,1348,,
Mauritania,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,6404,,,,14.03,11.82,,
Mauritania,Agricultural water withdrawal as % of total renewable water resources (%),,,,,5377,13.16,,,13.16,10.73,,
Mauritania,SDG 6.4.2. Water Stress (%),,,,,8588,,,,18.81,15.86,,
Mauritania,Total population with access to safe drinking-water (JMP) (%),,,,,,,31.8,38.2,44.6,50.7,56.7,57.9
Mauritania,Rural population with access to safe drinking-water (JMP) (%),,,,,,,27.7,34.7,41.7,48.7,55.7,57.1
Mauritania,Urban population with access to safe drinking-water (JMP) (%),,,,,,,37.3,42.3,47.3,52.4,57.4,58.4
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Mauritius,Total population (1000 inhab),698.3,784.8,852.4,922.3,988.9,1030.0,1083.0,1154.0,1202.0,1233.0,1258.0,1273.0
Mauritius,Population density (inhab/km2),342.3,384.7,417.8,452.1,484.8,504.9,530.9,565.7,589.2,604.4,616.7,624.0
Mauritius,GDP per capita (current US$/inhab),229.1,289.2,259.3,896.8,1095.0,1834.0,2977.0,3629.0,3966.0,6320.0,9098.0,9042.0
Mauritius,Human Development Index (HDI) [highest = 1] (-),,,,,,,619,,0.6742,,0.7724,0.7766
Mauritius,Long-term average annual precipitation in depth (mm/year),2041.0,2041.0,2041.0,2041.0,2041.0,2041.0,2041.0,2041.0,2041.0,2041.0,2041.0,2041.0
Mauritius,Surface water produced internally (10^9 m3/year),2358,2358,2358,2358,2358,2358,2358,2358,2358,2358,2358,2358
Mauritius,Groundwater produced internally (10^9 m3/year),893,893,893,893,893,893,893,893,893,893,893,893
Mauritius,Total internal renewable water resources per capita (m3/inhab/year),3940.0,3505.0,3227.0,2983.0,2782.0,2671.0,2540.0,2384.0,2289.0,2231.0,2187.0,2161.0
Mauritius,Surface water: entering the country (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritius,Surface water: leaving the country to other countries (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritius,Water resources: total external renewable (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritius,Dependency ratio (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritius,Total renewable water resources per capita (m3/inhab/year),3940.0,3505.0,3227.0,2983.0,2782.0,2671.0,2540.0,2384.0,2289.0,2231.0,2187.0,2161.0
Mauritius,Total exploitable water resources (10^9 m3/year),1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,
Mauritius,Total water withdrawal (10^9 m3/year),,,,0.36,,,566,615,0.61,725,,
Mauritius,Agricultural water withdrawal as % of total water withdrawal (%),,,,76.89,,,,74.8,,67.72,,
Mauritius,Industrial water withdrawal as % of total water withdrawal (%),,,,6889,,,,7642,,2759,,
Mauritius,Municipal water withdrawal as % of total withdrawal (%),,,,16.22,,,,17.56,,29.52,,
Mauritius,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,0.36,,,566,615,0.61,725,,
Mauritius,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,13.09,,,20.57,22.36,22.17,26.35,,
Mauritius,Agricultural water withdrawal as % of total renewable water resources (%),,,,10.06,,,,16.72,,17.85,,
Mauritius,SDG 6.4.2. Water Stress (%),,,,13.09,,,20.57,22.36,22.17,26.35,,
Mauritius,Total population with access to safe drinking-water (JMP) (%),,,,,,,99.2,99.2,99.3,99.6,99.8,99.9
Mauritius,Rural population with access to safe drinking-water (JMP) (%),,,,,,,98.7,98.7,99.0,99.4,99.7,99.8
Mauritius,Urban population with access to safe drinking-water (JMP) (%),,,,,,,99.7,99.7,99.8,99.8,99.9,99.9
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Mexico,Total population (1000 inhab),40650.0,47430.0,55480.0,64338.0,72548.0,80571.0,89110.0,97926.0,105578.0,113139.0,122071.0,127017.0
Mexico,Population density (inhab/km2),20.69,24.15,28.24,32.75,36.93,41.02,45.36,49.85,53.75,57.6,62.14,64.66
Mexico,GDP per capita (current US$/inhab),374.4,559.9,814.3,1272.0,2398.0,1738.0,4085.0,4912.0,7028.0,9192.0,9748.0,8975.0
Mexico,Human Development Index (HDI) [highest = 1] (-),,,,,,,0.6476,,699,,0.7542,0.7562
Mexico,Long-term average annual precipitation in depth (mm/year),758.0,758.0,758.0,758.0,758.0,758.0,758.0,758.0,758.0,758.0,758.0,758.0
Mexico,Surface water produced internally (10^9 m3/year),350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0
Mexico,Groundwater produced internally (10^9 m3/year),150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
Mexico,Total internal renewable water resources per capita (m3/inhab/year),10062.0,8623.0,7372.0,6357.0,5638.0,5076.0,4590.0,4177.0,3874.0,3615.0,3351.0,3220.0
Mexico,Surface water: entering the country (total) (10^9 m3/year),53.31,53.31,53.31,53.31,53.31,53.31,53.31,53.31,53.31,53.31,53.31,53.31
Mexico,Surface water: leaving the country to other countries (total) (10^9 m3/year),19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14
