series,series_code,name,code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Armed forces personnel (% of total labor force),arms_pers,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.276805115,0.271613903,0.266647705,0.26215916,0.257553839,0.298649847,0.297172531,0.293765318,0.293611703,0.253169226,0.249454319,0.247188641,0.24502097,0.243021831,0.160119898,0.237038161,0.233317234,0.229867443,0.226531181,0.210486231,0.207124649,0.204144347,0.201001028,0.197851597,0.237732815,0.234828065,0.26554729,..
Armed forces personnel (% of total labor force),arms_pers,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.391403354,0.384462907,0.367531775,0.365724494,0.350416203,0.376274407,0.367397461,0.36424785,0.374252245,0.375380046,0.367514573,0.372944204,0.375388164,0.37588105,0.376210487,0.407552511,0.377245831,0.360426692,0.360697726,0.389126126,0.390580111,0.39424525,0.395732125,0.393679251,0.392549798,0.391481796,0.390295181,..
Armed forces personnel (% of total labor force),arms_pers,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.78340816,11.66417442,10.86801771,9.977341458,9.237482749,11.13417021,10.76882913,10.93822291,10.71588165,10.51589902,11.46880854,8.316366035,8.198221388,8.126087462,7.838342034,7.63408654,7.365475561,6.805757548,6.523391058,6.047798957,5.834019249,5.610555359,5.665158247,5.509952023,5.254150779,5.035448687,4.856710228,..
Armed forces personnel (% of total labor force),arms_pers,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.185712793,0.223993569,0.936306523,0.945520625,0.893519672,1.16371072,1.309286325,1.28672943,1.283618088,1.225596048,1.292736176,1.268813037,1.270789999,1.002387787,0.984603476,0.966293188,0.938999227,0.923205051,0.800572415,0.793290629,0.786684434,0.77894691,0.773832731,0.768614536,..
Armed forces personnel (% of total labor force),arms_pers,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.226979537,0.218842611,0.253006081,0.243753437,0.215434322,0.276001647,0.267244525,0.259085126,0.251375073,0.243779755,0.222668815,0.237184532,0.233473584,0.227494679,0.223546112,0.220900779,..,0.206775697,0.199998703,0.194339865,0.188188959,0.182066978,0.176226927,0.170616137,0.165247319,0.16014021,0.155216093,..
Armed forces personnel (% of total labor force),arms_pers,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,Korea,PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.846523873,9.613880906,9.436098739,8.519537507,8.412592703,9.380899854,8.731731988,9.193744795,9.097386425,8.997941106,8.910668613,9.011553151,8.926719638,8.842399158,8.924876933,8.839168698,8.76344241,8.685851466,8.6020574,9.065703936,8.981282265,8.898393701,8.820751833,8.746357719,8.673134892,8.600512077,9.09261181,..
Armed forces personnel (% of total labor force),arms_pers,Korea,KOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.388171144,3.807301796,3.732991743,3.685059305,3.587606284,2.995524191,3.0642542,3.02883803,3.0712118,3.029972271,3.013945295,2.965489424,2.920574089,2.918309563,2.886456865,2.854062164,2.822279433,2.79317015,2.776538857,2.646086228,2.610614032,2.570069566,2.531240672,2.499896612,2.333194657,2.312912618,2.287211415,..
Armed forces personnel (% of total labor force),arms_pers,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.795697776,1.146293403,..,..,..,2.842131441,2.694031813,2.494191483,2.323382845,2.170507824,2.05545267,2.013010924,2.114549247,2.058659691,1.897312051,1.991930085,1.891086569,1.779349795,1.661914554,1.513479342,1.402080787,1.306612907,1.217342498,1.138517248,1.075799602,1.030042136,1.013858913,..
Armed forces personnel (% of total labor force),arms_pers,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.676155761,0.67067132,0.719630354,0.381901992,0.641556159,0.744320234,0.727042606,0.60968327,0.683756676,0.670211768,0.744134674,0.731095996,0.766173011,0.778737355,0.881839399,0.87655735,0.87365021,0.846447741,0.833550574,0.818644549,0.815001786,0.820263731,0.809246996,0.796389389,0.795170664,..
Armed forces personnel (% of total labor force),arms_pers,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.853921262,2.680529895,1.824339749,1.779107888,2.112553072,6.278338449,6.158089392,5.682501464,5.570242221,5.455558119,5.34305651,5.222240515,5.109593053,4.999277796,4.881602225,4.762936819,4.632309533,4.502856696,4.37780676,4.264024711,4.156203722,4.062107771,3.973356658,3.891225332,3.812869898,3.738971699,3.66313774,..
Armed forces personnel (% of total labor force),arms_pers,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.905540107,0.872277289,0.960371666,0.876803956,0.838980687,1.117282778,1.065632723,1.0202322,1.01270502,0.972140752,0.958565789,0.935466552,0.911446108,0.898869224,0.888345033,0.884227865,0.862342445,0.795125258,0.787786841,0.797267262,0.791160197,0.783696698,0.785834393,0.775716492,0.776626442,0.783855461,0.78068151,..
Armed forces personnel (% of total labor force),arms_pers,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.946851117,0.906193609,0.810721972,0.785999967,0.745840382,1.087602646,1.069153861,1.031156657,0.991678783,0.957743849,0.944977256,0.929574831,0.906148364,0.896359913,0.864505595,0.842691852,0.931904825,0.928099512,0.905142302,0.903949671,0.88078424,0.869737603,0.860843275,0.853871075,0.889429979,0.886292405,0.882516192,..
Armed forces personnel (% of total labor force),arms_pers,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.911305242,0.873479175,0.775225952,0.751643273,0.705270842,1.044753509,1.031549901,0.992020504,0.953118871,0.91998748,0.91124986,0.896226552,0.876291088,0.868752216,0.836414393,0.814513418,0.91779864,0.911109624,0.888296053,0.887786457,0.865780254,0.855465994,0.845976388,0.839159754,0.875659246,0.872986537,0.865264519,..
Armed forces personnel (% of total labor force),arms_pers,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.788773785,0.75199526,0.729561802,0.706977935,0.686379108,1.047320833,1.031874778,1.014258493,0.974457025,0.934410269,0.925290944,0.915601394,0.893240303,0.883745149,0.850404652,0.828530462,0.919992946,0.917179075,0.894033061,0.893876902,0.870482635,0.859434718,0.850625668,0.843552585,0.879949273,0.87694104,0.873203796,..
Armed forces personnel (% of total labor force),arms_pers,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.399314138,0.4072905,0.498126215,0.952466847,1.046156777,0.691189383,0.756595148,0.842997324,0.779736394,0.916695313,0.780128425,0.738461538,0.455215449,0.457134916,1.518324841,1.496394569,0.434549841,0.519109932,0.432775805,0.516208463,0.509736838,0.519962242,0.527147082,0.525189825,0.526434758,..
Armed forces personnel (% of total labor force),arms_pers,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.873986823,0.82163507,0.757206485,0.751460687,0.702844615,1.189633681,1.196874938,1.222540783,1.183332952,1.227276128,1.197348193,0.952214348,0.977844298,0.954310009,0.879653762,0.863620694,..,0.821518946,0.816905723,0.850372061,0.864021021,0.902532678,0.88265037,0.848396138,0.791600186,0.770957735,0.721220368,..
Armed forces personnel (% of total labor force),arms_pers,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.608690197,4.48432169,4.455710836,4.309722268,5.653371445,6.912789872,7.299839274,7.799981348,7.106208071,8.196380827,7.460506068,7.90297974,7.463882028,7.049206944,6.690537455,6.400515656,5.544045986,5.417828648,5.350692105,5.447444556,5.228970746,4.971009693,4.619812528,4.28636566,4.024217742,3.834025055,3.696188121,..
Armed forces personnel (% of total labor force),arms_pers,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.294642805,0.287923067,0.281200614,0.274644164,0.268550819,0.263031224,0.25885377,0.255207184,0.251938033,0.248886234,0.24759186,0.246408595,0.245009163,0.243497105,0.242025267,0.240663751,0.238576652,0.236733177,0.234955781,0.233050255,0.230950616,0.228742659,0.226334724,0.223789745,0.219894033,0.215927923,0.212167825,..
Armed forces personnel (% of total labor force),arms_pers,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.22942254,0.779508286,0.314108826,..,..,3.161745886,3.135314472,2.951855241,1.743370832,0.616938333,1.659475606,1.600133131,1.56212086,1.518376916,..,1.447064918,0.186320706,0.178953622,0.171420147,0.167756674,0.161686357,0.15753901,0.153278248,0.149486968,0.145566092,0.141646779,0.13775419,..
Armed forces personnel (% of total labor force),arms_pers,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.848049739,6.573139553,6.254000721,6.015765552,5.440918427,5.295429025,4.164597614,4.035602019,3.913428976,3.791961967,4.283242723,4.149942579,4.016661005,3.871379122,3.718368791,3.590957779,3.489388586,3.395546294,3.316691687,3.25509819,..,..,0.295043688,0.2983717,0,..,..,..
Armed forces personnel (% of total labor force),arms_pers,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.559402379,0.562107544,0.566064864,0.507443454,0.569303828,0.582941564,0.878785487,0.935971492,0.986692725,1.046290444,1.679115494,1.621275891,1.756474805,1.866708035,1.587506325,1.587993709,1.586942636,1.657921634,1.678418031,1.5615418,1.572799394,1.489640382,1.849595485,1.926808483,2.00198916,..
Armed forces personnel (% of total labor force),arms_pers,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.957592927,0.874931644,0.911900026,0.851987535,0.813919779,1.130692364,1.114993185,1.082567209,1.066156624,1.035179695,1.024222074,0.963613093,0.948485153,0.929287486,0.891803281,0.90593188,0.912884847,0.843886957,0.844507872,0.856112269,0.8560769,0.846669569,0.840983942,0.797577421,0.795228483,0.792074747,0.784176234,..
Armed forces personnel (% of total labor force),arms_pers,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.58794785,1.444398813,1.384946896,1.293436114,1.243334805,1.70933234,1.656597338,1.672924144,1.614200867,1.678279691,1.669233861,1.374464438,1.362532363,1.2982204,1.24068853,1.210230715,..,1.144633056,1.135380602,1.21530938,1.218728582,1.214590458,1.1845029,1.134062417,1.096247886,1.065108676,1.073936712,..
Armed forces personnel (% of total labor force),arms_pers,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.845883024,0.850867518,0.816740789,0.791556405,0.726882591,1.055269444,1.04911806,1.026499929,1.004443916,0.977702318,0.968037936,0.949715719,0.941597909,0.925834111,0.897775484,0.931134917,0.895252107,0.86565485,0.855912037,0.852901561,0.849885112,0.839813608,0.83599874,0.809551029,0.795871022,0.79838232,0.795766113,..
Armed forces personnel (% of total labor force),arms_pers,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.624984375,0.603879321,0.588072709,0.58827682,0.582638537,0.835202596,0.817351198,0.782364582,0.7706474,0.770297335,0.741753293,0.79336535,0.769530689,0.769151882,0.750767153,0.72893817,0.709319672,0.700642255,0.731364276,0.645276931,0.635553146,0.620329555,0.591630196,0.573579631,0.5515055,0.530494598,0.531948848,..
Armed forces personnel (% of total labor force),arms_pers,Macao SAR,MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.226264125,1.227055594,1.229874639,2.201629944,2.189688159,2.796806511,3.346097173,2.847763415,2.811674071,3.072915559,2.326728853,2.354029949,2.035589285,2.187281991,2.126564144,2.092796814,2.055102712,0.85411046,0.845974483,0.843845361,0.845728542,0.833918814,0.829954726,1.625074483,1.63866579,..
Armed forces personnel (% of total labor force),arms_pers,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.383907476,0.372668294,0.361463141,0.350319725,0.339314368,0.445869489,0.432351087,0.418951176,0.405777416,0.392906832,0.380358348,0.279506361,0.270721914,0.262218948,0.246887832,0.250487597,..,0.231697455,0.223043699,0.210847746,0.203043185,0.197115992,0.191383303,0.186015974,0.181034658,0.176496082,0.171179058,..
Armed forces personnel (% of total labor force),arms_pers,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.176905404,0.198583553,0.24631185,0.245782737,0.244793427,0.230340164,0.257525896,0.13976006,0.135964858,0.13202973,0.128238174,0.141759253,0.138144893,0.134472154,0.11535602,0.130681592,0.12663087,0.122653292,0.118740227,0.086953469,0.084011768,0.104173289,0.100488151,0.096852521,0.093730168,0.090730807,0.192358389,..
Armed forces personnel (% of total labor force),arms_pers,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.833949681,1.753290159,1.703799286,1.489310313,1.448715229,1.719181136,1.669908686,1.519598373,1.448309274,1.350861198,1.217781242,1.231121276,1.194028782,1.200864351,1.224602567,1.237424558,1.201174282,1.175941776,1.157814827,1.120550989,1.093404667,1.044658281,1.000855972,0.952846032,0.925476619,0.901026246,0.883517888,..
Armed forces personnel (% of total labor force),arms_pers,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.218286738,5.883045064,5.542499889,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.569357113,0.558569924,0.503257122,0.490238534,0.476975404,0.58741396,0.572362857,0.555191536,0.539902732,0.526124869,0.510170347,0.495226118,0.479652933,0.372734872,0.324858753,0.328450281,0.305942552,0.28514786,0.266129912,0.251995901,0.236207384,0.224138602,0.136737753,0.19683739,0.219294238,0.243786755,0.266313577,..
Armed forces personnel (% of total labor force),arms_pers,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.463154121,1.421666193,1.406123669,1.387299275,1.376471965,1.296919475,1.347727058,1.298355416,1.248898997,1.232174009,1.344387184,1.31536091,1.310346119,1.302002604,1.262514677,1.244562816,1.225858254,1.195621634,1.178967225,1.231406974,1.207479904,1.175335691,1.153671166,1.116071429,1.085676713,1.063282798,1.041957118,..
Armed forces personnel (% of total labor force),arms_pers,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.905242938,2.827014955,2.588866901,2.519466818,1.681602353,3.075213482,2.979857888,2.87239207,2.777094151,2.687084169,2.603658958,2.516817472,2.456897473,2.387559776,2.241994119,2.288252222,2.226753489,2.165884026,2.106166857,2.034406523,1.976645839,1.918211509,1.862323805,1.802981275,1.74534971,1.689105714,1.638013863,..
Armed forces personnel (% of total labor force),arms_pers,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.222047052,0.218144377,0.214344353,0.21121733,0.207668793,0.369114924,0.364971644,0.358769421,0.352585135,0.345806709,0.340640063,0.298211477,0.372815766,0.373665547,..,0.368666313,..,0.366675772,0.362578952,0.35900713,0.352068048,0.439536482,0.43319448,0.425578276,0.418419146,0.420013737,0.422091089,..
Armed forces personnel (% of total labor force),arms_pers,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.575469845,0.556243602,0.534102262,0.512607448,0.499479514,0.526621365,0.516202917,0.492882811,0.48357908,0.488995544,0.515167595,0.500689763,0.490156442,0.485524925,0.464309033,0.455021483,0.603368304,0.601137407,0.629019759,0.669365989,0.656369815,0.637919552,0.617734455,0.599426094,0.612827396,0.599888066,0.589655645,..
Armed forces personnel (% of total labor force),arms_pers,Micronesia,FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.504941433,4.170776791,3.936121119,3.815608371,3.629917239,4.529225599,4.685463486,4.629911609,4.471040322,4.303428525,4.199135962,3.906909131,3.762992418,3.657183056,3.188190956,3.26139719,3.472013721,3.227518184,3.326602166,3.300491046,3.282338686,3.040818849,2.932240238,2.406040528,2.385685343,2.369068466,2.341000177,..
Armed forces personnel (% of total labor force),arms_pers,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.647089666,4.048619201,3.823391035,3.710004498,3.512184057,4.528562996,4.726688395,4.678796683,4.512023108,4.340229827,4.199555928,3.893987536,3.785374892,3.675000423,3.161486922,3.277929296,3.536314378,3.29240517,3.458206455,3.46068453,3.490526143,3.229448613,3.125533587,2.480447105,2.478101637,2.481105077,2.450609223,..
Armed forces personnel (% of total labor force),arms_pers,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.647089666,4.048619201,3.823391035,3.710004498,3.512184057,4.528562996,4.726688395,4.678796683,4.512023108,4.340229827,4.199555928,3.893987536,3.785374892,3.675000423,3.161486922,3.244279535,3.506509915,3.263110845,3.432451089,3.435709753,3.466459084,3.205731789,3.103262749,2.480447105,2.478101637,2.481105077,2.450609223,..
Armed forces personnel (% of total labor force),arms_pers,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.905545551,0.828280635,0.875732541,0.817827895,0.781129874,1.084197617,1.071156531,1.034380293,1.021013275,0.981818482,0.969892704,0.930125566,0.913208624,0.897451846,0.861474513,0.879610627,0.872712308,0.817017891,0.81803792,0.822359856,0.819780764,0.809124435,0.805245834,0.761883899,0.762760282,0.762027513,0.751710676,..
Armed forces personnel (% of total labor force),arms_pers,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.66920419,0.965076839,0.795707807,1.106466683,1.099532878,1.038921768,1.030914596,0.995382982,0.91013959,0.815689937,0.742167507,0.716597512,0.621694657,0.704025052,0.577180172,0.666471168,0.609340891,0.607104528,0.619135804,0.614298816,0.636329226,0.62431225,0.626551726,0.57155705,0.589302328,..
Armed forces personnel (% of total labor force),arms_pers,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.32820216,4.059552323,2.661286643,2.222255145,2.177676637,3.702539633,3.890887889,1.694317781,1.892663701,1.773759674,1.727285925,1.684785867,1.64281726,1.553743292,1.443463851,1.50382724,1.47196008,1.444083724,1.505056103,1.493423726,1.470841005,1.42430561,1.418976835,1.413682182,1.38632968,1.36801686,1.379266861,..
Armed forces personnel (% of total labor force),arms_pers,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.4469077,6.048265156,6.049606776,5.339065149,5.291745702,4.949589769,4.900501316,4.900047874,4.904309592,4.859204058,4.866799141,..
Armed forces personnel (% of total labor force),arms_pers,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.542799886,2.487442878,2.410255377,2.342560981,2.30773382,2.712679808,2.663279036,2.609715941,2.559468988,2.494352641,2.460327853,2.476773342,2.441494341,2.376369452,2.361353373,2.337814144,2.26844167,2.234119362,2.206033484,2.164736253,2.127596958,2.091721031,2.083761269,2.047783333,2.015080806,1.989142744,1.959844399,..
Armed forces personnel (% of total labor force),arms_pers,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.09314559,1.056690125,0.779322395,0.744943769,0.156843734,0.164406015,0.14656331,0.079175361,0.076585338,0.074206249,0.071946485,0.126185137,0.122698018,0.088934508,0.116337349,0.113488278,0.111038756,0.108664943,0.10640181,0.10617877,0.104193384,0.102523037,0.101045368,0.098097143,0.095206942,0.09237057,0.089614216,..
Armed forces personnel (% of total labor force),arms_pers,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.237588334,1.503642153,1.477798201,1.634024988,1.605079308,1.815950728,1.948634045,2.016340417,2.002917807,1.943231903,1.91654537,1.962212461,2.380708484,2.583344781,2.080981845,2.073842089,2.197520794,2.191738871,2.184248376,2.177965473,2.169012221,2.147695323,2.128520239,2.110065107,2.090128882,2.068555037,2.046011643,..
Armed forces personnel (% of total labor force),arms_pers,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.704750073,1.642352999,1.582979801,1.526385481,1.508880038,1.492656856,1.047012642,1.545211881,1.482417872,1.427471133,2.292691054,2.243017487,2.200107072,2.159562904,2.11873983,2.077470251,2.0364055,1.994084217,1.975321477,1.927109615,1.865236652,1.802211978,1.73951058,1.678428549,1.631058793,1.658616985,..
Armed forces personnel (% of total labor force),arms_pers,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.379642115,0.368943165,0.35758093,0.346097166,0.335021362,0.584405664,0.643028166,0.761385637,0.779640503,0.763056016,0.749287615,0.703094885,0.731160074,0.814088248,1.019759752,1.005534894,0.989602675,0.975680239,0.962949312,1.137743212,1.114640444,1.084514291,1.053570961,1.023203001,0.995177537,0.975398854,0.950279017,..
Armed forces personnel (% of total labor force),arms_pers,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.504598066,1.481313937,1.265448134,1.197079849,1.054078758,1.057773414,0.892726886,0.792940224,0.778170263,0.753445979,0.699828144,0.66928313,0.626553355,0.706179388,0.620639713,0.699333791,0.532021876,0.466116725,0.526146928,0.47932811,0.488171549,0.489273166,0.483109682,0.481666633,0.467174419,0.45723649,0.456443057,..
Armed forces personnel (% of total labor force),arms_pers,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armed forces personnel (% of total labor force),arms_pers,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.678447392,0.646030874,0.643380955,0.636577021,0.563821492,0.555869876,0.528265976,0.505771622,0.504192719,0.499024729,0.47695924,0.467915492,0.429016295,0.416329408,0.377115322,0.413104406,0.403590521,0.397285218,0.393591456,0.420121168,0.416120866,0.363288873,0.36189312,0.355051188,0.344845353,0.356122097,0.345086864,..
