name,code,series_code,series,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Micronesia, Fed. Sts.",FSM,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,arms_exp,Arms exports (SIPRI trend indicator values),..,..,12000000,8000000,7000000,10000000,27000000,52000000,58000000,45000000,89000000,..,139000000,..,..,..,..,..,..,..,..,438000000,..,..,380000000,..,..,..,..,..,..,..,..,500000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1429000000
Middle East & North Africa (excluding high income),MNA,arms_exp,Arms exports (SIPRI trend indicator values),3000000,0,12000000,8000000,2000000,..,13000000,32000000,32000000,21000000,76000000,42000000,..,28000000,140000000,..,..,..,..,..,158000000,..,426000000,206000000,..,..,..,..,..,..,..,..,..,..,83000000,..,..,14000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87000000
Middle East & North Africa (IDA & IBRD countries),TMN,arms_exp,Arms exports (SIPRI trend indicator values),3000000,0,12000000,8000000,2000000,..,13000000,32000000,32000000,21000000,76000000,42000000,..,28000000,140000000,..,..,..,..,..,158000000,..,426000000,206000000,..,..,..,..,..,..,..,..,..,..,83000000,..,..,14000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87000000
Middle income,MIC,arms_exp,Arms exports (SIPRI trend indicator values),317000000,80000000,..,..,..,..,..,453000000,..,712000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7083000000,..,..,..,..,..,..,..,..,..,10628000000,..
Moldova,MDA,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11000000,..,36000000,..,..,217000000,..,..,6000000,42000000,60000000,10000000,..,18000000,3000000,19000000,29000000,20000000,..,11000000,..,..,..,..,..,..
Monaco,MCO,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Montenegro,MNE,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71000000,109000000,..,..,18000000,..,..,..,..,..,..,0
Morocco,MAR,arms_exp,Arms exports (SIPRI trend indicator values),..,..,2000000,..,..,..,..,..,..,6000000,..,..,..,..,..,..,..,..,6000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mozambique,MOZ,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Myanmar,MMR,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Namibia,NAM,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,arms_exp,Arms exports (SIPRI trend indicator values),36000000,108000000,99000000,79000000,93000000,97000000,79000000,95000000,350000000,111000000,5000000,161000000,143000000,205000000,82000000,64000000,312000000,424000000,356000000,308000000,628000000,813000000,683000000,474000000,366000000,175000000,323000000,483000000,735000000,558000000,416000000,455000000,365000000,455000000,627000000,473000000,499000000,614000000,624000000,350000000,284000000,203000000,233000000,331000000,204000000,505000000,1146000000,1213000000,446000000,495000000,371000000,546000000,863000000,367000000,631000000,464000000,471000000,1167000000
New Caledonia,NCL,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,1000000,1000000,0,..,..,0,2000000,5000000,3000000,..,..,..,..,..,1000000,2000000,..,10000000,7000000,0,..,..,..,..,34000000,4000000,..,3000000,..,..,..,..,1000000,1000000,..,1000000,..,1000000,0,..,..,..,..,..,..,75000000,..,..,1000000,12000000,4000000
Nicaragua,NIC,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2000000,2000000,..,72000000,17000000,..,5000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Niger,NER,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2000000,3000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
North America,NAC,arms_exp,Arms exports (SIPRI trend indicator values),6105000000,6649000000,6152000000,9157000000,12487000000,11266000000,8505000000,7308000000,8644000000,11928000000,9203000000,12016000000,11114000000,12155000000,12372000000,16305000000,16067000000,14600000000,14258000000,9914000000,10891000000,13741000000,14274000000,14059000000,11995000000,10901000000,11950000000,12530000000,12037000000,11393000000,10833000000,12636000000,14275000000,13993000000,11690000000,11479000000,11050000000,14647000000,15768000000,11647000000,7679000000,5822000000,5145000000,5948000000,7128000000,7012000000,7748000000,8199000000,7066000000,7098000000,8307000000,9408000000,9461000000,7922000000,9903000000,10404000000,10448000000,12481000000
Northern Mariana Islands,MNP,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,arms_exp,Arms exports (SIPRI trend indicator values),38000000,..,25000000,55000000,67000000,65000000,80000000,140000000,65000000,53000000,..,8000000,31000000,10000000,..,8000000,8000000,8000000,93000000,161000000,158000000,278000000,68000000,35000000,..,42000000,29000000,54000000,34000000,127000000,85000000,170000000,75000000,51000000,64000000,21000000,4000000,19000000,3000000,5000000,3000000,42000000,92000000,101000000,66000000,6000000,17000000,65000000,118000000,155000000,159000000,151000000,172000000,175000000,164000000,240000000,150000000,134000000
Not classified,INX,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,arms_exp,Arms exports (SIPRI trend indicator values),10065000000,9746000000,9469000000,12669000000,17024000000,15527000000,13505000000,12803000000,13494000000,17001000000,14152000000,19507000000,18600000000,18974000000,19275000000,24402000000,24214000000,23185000000,23420000000,19069000000,21524000000,26328000000,26237000000,25703000000,23731000000,20858000000,20664000000,21327000000,20512000000,20635000000,18231000000,19982000000,19932000000,20323000000,19627000000,17619000000,18878000000,23716000000,24320000000,18879000000,13790000000,12222000000,10744000000,12189000000,13830000000,15319000000,17757000000,19560000000,16178000000,16970000000,16530000000,18974000000,16459000000,15831000000,19288000000,20031000000,21793000000,23076000000
Oman,OMN,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5000000,..,..,..,..,..,..,..,..,5000000,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,1000000,..,..,..,..,..,..,..,..,..,..,..,7000000
Other small states,OSS,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pacific island small states,PSS,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pakistan,PAK,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,6000000,..,..,..,3000000,..,..,..,..,..,..,..,..,15000000,30000000,30000000,..,..,..,..,..,..,1000000,82000000,3000000,..,..,2000000,..,..,..,..,..,3000000,1000000,9000000,8000000,9000000,24000000,4000000,..,1000000,..,..,..,..,..,..,..,1000000,3000000
Palau,PLW,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Panama,PAN,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Papua New Guinea,PNG,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Paraguay,PRY,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Peru,PER,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14000000,..,..,5000000,..,..,..,..,..,..,..,..,..,..,..,..,..
Philippines,PHL,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4000000,..,..,..,..,..,..,..,..,..,..
Poland,POL,arms_exp,Arms exports (SIPRI trend indicator values),5000000,5000000,12000000,111000000,237000000,234000000,319000000,309000000,288000000,323000000,268000000,274000000,272000000,158000000,232000000,299000000,406000000,382000000,317000000,229000000,207000000,346000000,211000000,115000000,90000000,130000000,265000000,222000000,232000000,20000000,105000000,55000000,56000000,..,131000000,176000000,46000000,21000000,1000000,64000000,48000000,81000000,56000000,81000000,47000000,18000000,282000000,163000000,73000000,75000000,28000000,8000000,24000000,142000000,24000000,11000000,4000000,3000000
Portugal,PRT,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,2000000,..,..,..,3000000,..,5000000,11000000,105000000,21000000,..,4000000,4000000,2000000,..,..,1000000,..,..,1000000,1000000,..,71000000,..,..,..,1000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99000000,46000000,..,0,0,..,18000000,7000000,172000000,56000000
Post-demographic dividend,PST,arms_exp,Arms exports (SIPRI trend indicator values),10060000000,9741000000,9457000000,12558000000,16782000000,15283000000,13172000000,12481000000,13183000000,16654000000,13871000000,19214000000,18297000000,18800000000,18992000000,24003000000,23746000000,22601000000,22931000000,18721000000,21014000000,25763000000,25769000000,25198000000,23451000000,20519000000,20148000000,21046000000,20226000000,20491000000,18091000000,19817000000,19735000000,19891000000,19475000000,17352000000,18853000000,24344000000,24908000000,19818000000,13859000000,12184000000,10471000000,12065000000,13412000000,15184000000,17542000000,19382000000,16127000000,16571000000,16416000000,19032000000,17443000000,16028000000,19394000000,19667000000,20822000000,21810000000
Pre-demographic dividend,PRE,arms_exp,Arms exports (SIPRI trend indicator values),3000000,..,..,..,..,..,..,1000000,0,..,..,1000000,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40000000,..,..,..,..,..,9000000,..,..,..,..,..,..,2000000,..,..,..,..,0,..,..,..,..,..,..
Romania,ROU,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,6000000,9000000,9000000,1000000,..,..,..,27000000,44000000,48000000,30000000,91000000,101000000,173000000,99000000,28000000,35000000,52000000,25000000,7000000,5000000,14000000,16000000,29000000,9000000,4000000,11000000,2000000,19000000,3000000,..,..,24000000,..,3000000,8000000,32000000,..,2000000,1000000,0,108000000,108000000,..,..,..,..
Russian Federation,RUS,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2605000000,3439000000,1478000000,3889000000,3572000000,3347000000,2040000000,4264000000,4503000000,5330000000,5734000000,5171000000,6281000000,5222000000,5143000000,5528000000,6232000000,4969000000,6091000000,8568000000,8283000000,7805000000,5224000000,5608000000,6937000000,6148000000
Rwanda,RWA,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Samoa,WSM,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,4000000,3000000,..,..,..,2000000,..,..,..,0,13000000,..,..,..,33000000,..,..,3000000,4000000,..,..,..,..,..,..,..,14000000,..,..,1000000,..,..,..,..,..,..,..,..,..,18000000,..,..,..,1000000,62000000,..,..,..,..,..,..
Senegal,SEN,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Serbia,SRB,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20000000,5000000,..,..,..,11000000,..,..,..,..,5000000,5000000,45000000,1000000,31000000,4000000,11000000,11000000,10000000,35000000,23000000,2000000
Seychelles,SYC,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,2000000,..,..,..,17000000,..,..,30000000,72000000,..,15000000,..,25000000,91000000,..,..,81000000,25000000,87000000,44000000,3000000,3000000,11000000,30000000,..,0,46000000,23000000,11000000,11000000,..,4000000,..,65000000,..,..,..,..,31000000,24000000,13000000,76000000,1000000,2000000,48000000,47000000,..
Sint Maarten (Dutch part),SXM,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,173000000,37000000,97000000,59000000,55000000,10000000,125000000,37000000,53000000,32000000,..,46000000,..,7000000,22000000,8000000,..,..,..,4000000,1000000,8000000,3000000,18000000,22000000
Slovenia,SVN,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Small states,SST,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,arms_exp,Arms exports (SIPRI trend indicator values),27000000,33000000,..,..,..,..,..,4000000,..,14000000,3000000,5000000,12000000,1000000,2000000,18000000,16000000,0,..,..,39000000,39000000,1000000,..,..,25000000,25000000,28000000,25000000,0,..,54000000,75000000,54000000,11000000,17000000,31000000,7000000,22000000,27000000,20000000,37000000,17000000,43000000,72000000,30000000,184000000,126000000,139000000,103000000,235000000,71000000,182000000,96000000,64000000,58000000,65000000,74000000
South Asia,SAS,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,6000000,1000000,..,..,9000000,2000000,21000000,24000000,31000000,..,..,27000000,..,..,..,32000000,..,..,..,..,..,..,1000000,85000000,3000000,..,..,4000000,..,..,..,8000000,0,24000000,3000000,9000000,12000000,36000000,43000000,37000000,23000000,16000000,27000000,5000000,3000000,..,14000000,36000000,42000000,43000000,..
South Asia (IDA & IBRD),TSA,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,6000000,1000000,..,..,9000000,2000000,21000000,24000000,31000000,..,..,27000000,..,..,..,32000000,..,..,..,..,..,..,1000000,85000000,3000000,..,..,4000000,..,..,..,8000000,0,24000000,3000000,9000000,12000000,36000000,43000000,37000000,23000000,16000000,27000000,5000000,3000000,..,14000000,36000000,42000000,43000000,..
South Sudan,SSD,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,arms_exp,Arms exports (SIPRI trend indicator values),1000000,5000000,6000000,6000000,7000000,21000000,21000000,7000000,7000000,6000000,70000000,140000000,4000000,4000000,84000000,267000000,46000000,25000000,38000000,18000000,10000000,130000000,251000000,352000000,242000000,85000000,177000000,148000000,141000000,174000000,108000000,100000000,65000000,98000000,237000000,82000000,105000000,625000000,162000000,43000000,46000000,8000000,16000000,95000000,52000000,108000000,840000000,601000000,602000000,951000000,263000000,1429000000,546000000,728000000,1050000000,1163000000,507000000,814000000
Sri Lanka,LKA,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,SSF,arms_exp,Arms exports (SIPRI trend indicator values),27000000,33000000,..,..,..,..,..,5000000,..,14000000,3000000,6000000,12000000,2000000,2000000,18000000,19000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,arms_exp,Arms exports (SIPRI trend indicator values),27000000,33000000,..,..,..,..,..,5000000,..,14000000,3000000,6000000,12000000,2000000,2000000,18000000,19000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,arms_exp,Arms exports (SIPRI trend indicator values),27000000,33000000,..,..,..,..,..,5000000,..,14000000,3000000,6000000,12000000,2000000,2000000,18000000,19000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,1000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11000000,..,..,..,..
Suriname,SUR,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Swaziland,SWZ,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,arms_exp,Arms exports (SIPRI trend indicator values),38000000,45000000,44000000,13000000,22000000,32000000,56000000,55000000,60000000,36000000,262000000,550000000,138000000,15000000,75000000,122000000,70000000,53000000,54000000,263000000,156000000,130000000,125000000,113000000,224000000,209000000,317000000,233000000,515000000,403000000,231000000,156000000,149000000,103000000,111000000,196000000,349000000,105000000,339000000,389000000,361000000,898000000,163000000,515000000,294000000,532000000,388000000,334000000,452000000,407000000,657000000,692000000,476000000,386000000,335000000,184000000,267000000,83000000
